access,N_visitor,method,seed,succ_v,succ_n,useful
rts,5,pace_noexcl,1234,0.07481904761904762,0.636652380952381,0.7114714285714285
rts,5,pace_high,42,0.578852380952381,0.07821904761904762,0.6570714285714285
rts,5,pace_high,123,0.572152380952381,0.07357619047619048,0.6457285714285714
rts,5,pace_high,456,0.5637857142857143,0.07734285714285714,0.6411285714285714
rts,5,pace_high,789,0.5803238095238096,0.07062380952380952,0.650947619047619
rts,5,pace_high,1234,0.5746571428571429,0.07868095238095238,0.6533380952380953
rts,5,pace_rand,42,0.41128095238095236,0.05322857142857143,0.4645095238095238
rts,5,pace_rand,123,0.3940619047619048,0.04840952380952381,0.44247142857142857
rts,5,pace_rand,456,0.3994761904761905,0.050152380952380955,0.44962857142857143
rts,5,pace_rand,789,0.3965904761904762,0.04888095238095238,0.4454714285714286
rts,5,pace_rand,1234,0.4007809523809524,0.04974761904761905,0.45052857142857144
rts,5,dcf_excl,42,0.24839523809523809,0.4578809523809524,0.7062761904761905
rts,5,dcf_excl,123,0.24426190476190476,0.45795714285714284,0.7022190476190476
rts,5,dcf_excl,456,0.23196190476190476,0.46759047619047617,0.6995523809523809
rts,5,dcf_excl,789,0.23053333333333334,0.4689904761904762,0.6995238095238095
rts,5,dcf_excl,1234,0.23804285714285714,0.460152380952381,0.6981952380952381
rts,10,pace,42,0.15715238095238096,0.5825142857142858,0.7396666666666667
rts,10,pace,123,0.15142380952380952,0.588052380952381,0.7394761904761905
rts,10,pace,456,0.16452380952380952,0.5781619047619048,0.7426857142857143
rts,10,pace,789,0.16233333333333333,0.5806142857142857,0.7429476190476191
rts,10,pace,1234,0.15624761904761905,0.5881809523809524,0.7444285714285714
rts,10,pace_noexcl,42,0.1595904761904762,0.5474761904761904,0.7070666666666666
rts,10,pace_noexcl,123,0.1636142857142857,0.5465809523809524,0.7101952380952381
rts,10,pace_noexcl,456,0.15832380952380953,0.5536904761904762,0.7120142857142857
rts,10,pace_noexcl,789,0.1658904761904762,0.5451666666666667,0.7110571428571428
rts,10,pace_noexcl,1234,0.1661857142857143,0.5497619047619048,0.715947619047619
rts,10,pace_high,42,0.47013333333333335,0.043723809523809526,0.5138571428571429
rts,10,pace_high,123,0.47869047619047617,0.042485714285714286,0.5211761904761905
rts,10,pace_high,456,0.47490952380952384,0.040823809523809526,0.5157333333333334
rts,10,pace_high,789,0.48000952380952383,0.042942857142857144,0.522952380952381
rts,10,pace_high,1234,0.47815238095238094,0.04151904761904762,0.5196714285714286
rts,10,pace_rand,42,0.2588142857142857,0.027714285714285716,0.2865285714285714
rts,10,pace_rand,123,0.27634761904761906,0.02560952380952381,0.30195714285714287
rts,10,pace_rand,456,0.27086666666666664,0.02764761904761905,0.29851428571428573
rts,10,pace_rand,789,0.26245714285714283,0.02893809523809524,0.2913952380952381
rts,10,pace_rand,1234,0.26707619047619047,0.027752380952380952,0.29482857142857144
rts,10,dcf_excl,42,0.39804761904761904,0.2998571428571429,0.6979047619047619
rts,10,dcf_excl,123,0.385552380952381,0.3090380952380952,0.6945904761904762
rts,10,dcf_excl,456,0.38967142857142856,0.3054142857142857,0.6950857142857143
rts,10,dcf_excl,789,0.40134761904761906,0.2951047619047619,0.6964523809523809
rts,10,dcf_excl,1234,0.4039952380952381,0.2886714285714286,0.6926666666666667
rts,20,pace,42,0.34177619047619046,0.4103428571428571,0.7521190476190476
rts,20,pace,123,0.3443095238095238,0.4105333333333333,0.7548428571428571
rts,20,pace,456,0.3385761904761905,0.41881904761904765,0.7573952380952381
rts,20,pace,789,0.34785238095238097,0.4056571428571429,0.7535095238095239
rts,20,pace,1234,0.34718571428571426,0.4041619047619048,0.751347619047619
rts,20,pace_noexcl,42,0.3375619047619048,0.3723952380952381,0.7099571428571428
rts,20,pace_noexcl,123,0.3324809523809524,0.3807809523809524,0.7132619047619048
rts,20,pace_noexcl,456,0.33627142857142855,0.3788047619047619,0.7150761904761904
rts,20,pace_noexcl,789,0.3331190476190476,0.3734095238095238,0.7065285714285714
rts,20,pace_noexcl,1234,0.3338380952380952,0.38223809523809527,0.7160761904761904
rts,20,pace_high,42,0.3852761904761905,0.033909523809523806,0.4191857142857143
rts,20,pace_high,123,0.3978333333333333,0.032766666666666666,0.4306
rts,20,pace_high,456,0.38857142857142857,0.03238095238095238,0.42095238095238097
rts,20,pace_high,789,0.391152380952381,0.03399047619047619,0.42514285714285716
rts,20,pace_high,1234,0.3833809523809524,0.03401428571428571,0.4173952380952381
rts,20,pace_rand,42,0.18317142857142857,0.02518095238095238,0.20835238095238096
rts,20,pace_rand,123,0.1808952380952381,0.024657142857142857,0.20555238095238096
rts,20,pace_rand,456,0.1755142857142857,0.02735238095238095,0.20286666666666667
rts,20,pace_rand,789,0.18743809523809524,0.024823809523809522,0.21226190476190476
rts,20,pace_rand,1234,0.18042857142857144,0.026014285714285715,0.20644285714285715
rts,20,dcf_excl,42,0.5024571428571428,0.1419190476190476,0.6443761904761904
rts,20,dcf_excl,123,0.5061333333333333,0.1356952380952381,0.6418285714285714
rts,20,dcf_excl,456,0.49956666666666666,0.14825238095238094,0.6478190476190476
rts,20,dcf_excl,789,0.5077619047619047,0.1337047619047619,0.6414666666666666
rts,20,dcf_excl,1234,0.5204238095238095,0.1307809523809524,0.651204761904762
rts,50,pace,42,0.5860238095238095,0.17776666666666666,0.7637904761904762
rts,50,pace,123,0.5762571428571429,0.18452380952380953,0.7607809523809523
rts,50,pace,456,0.5885285714285714,0.16967142857142858,0.7582
rts,50,pace,789,0.590347619047619,0.16824761904761903,0.7585952380952381
rts,50,pace,1234,0.5799238095238095,0.1798857142857143,0.7598095238095238
rts,50,pace_noexcl,42,0.5561619047619047,0.14591428571428572,0.7020761904761905
rts,50,pace_noexcl,123,0.5549380952380952,0.15005238095238096,0.7049904761904762
rts,50,pace_noexcl,456,0.5538380952380952,0.15102857142857143,0.7048666666666666
rts,50,pace_noexcl,789,0.557847619047619,0.14924761904761905,0.7070952380952381
rts,50,pace_noexcl,1234,0.5438095238095239,0.16164285714285714,0.7054523809523809
rts,50,pace_high,42,0.2966238095238095,0.023504761904761903,0.32012857142857143
rts,50,pace_high,123,0.2959904761904762,0.02058095238095238,0.31657142857142856
rts,50,pace_high,456,0.29983809523809524,0.02060952380952381,0.32044761904761904
rts,50,pace_high,789,0.29395714285714286,0.02167142857142857,0.3156285714285714
rts,50,pace_high,1234,0.2928428571428571,0.02436190476190476,0.3172047619047619
rts,50,pace_rand,42,0.10785238095238095,0.01670952380952381,0.12456190476190476
rts,50,pace_rand,123,0.10228095238095238,0.016566666666666667,0.11884761904761905
rts,50,pace_rand,456,0.10740952380952382,0.01683809523809524,0.12424761904761905
rts,50,pace_rand,789,0.10370476190476191,0.015395238095238096,0.1191
rts,50,pace_rand,1234,0.10621904761904762,0.01860952380952381,0.12482857142857143
rts,50,dcf_excl,42,0.42907142857142855,0.038676190476190475,0.467747619047619
rts,50,dcf_excl,123,0.4200761904761905,0.03623333333333333,0.45630952380952383
rts,50,dcf_excl,456,0.42364285714285715,0.03901428571428572,0.4626571428571429
rts,50,dcf_excl,789,0.4291714285714286,0.033966666666666666,0.46313809523809524
rts,50,dcf_excl,1234,0.4243571428571429,0.04041904761904762,0.46477619047619045
