slot,time_us,sta_id,mode,primary_cw,primary_backoff_counter,primary_backoff_stage,primary_retry_counter,npca_cw,npca_backoff_counter,npca_backoff_stage,npca_retry_counter,npca_timer,saved_primary_cw,saved_primary_backoff_counter,primary_obss_remain,npca_obss_remain,tx_channel,tx_type,tx_success,failure_reason,packet_id,retry_count,snr_db,effective_snr_db,harq_combining_count,action_taken,npca_transition_start,switch_back_start
10,90.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
10,90.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
11,99.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
11,99.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
12,108.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
12,108.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
13,117.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
13,117.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
14,126.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
14,126.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
15,135.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
15,135.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
16,144.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
16,144.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
17,153.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
17,153.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
18,162.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
18,162.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
19,171.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
19,171.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
20,180.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
20,180.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,PRIMARY,NEW,True,NONE,1,0,20.0,20.0,0,,False,False
21,189.0,0,PRIMARY_BACKOFF,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
21,189.0,1,PRIMARY_BACKOFF,15,3,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
22,198.0,0,PRIMARY_BACKOFF,15,1,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
22,198.0,1,PRIMARY_BACKOFF,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
23,207.0,0,PRIMARY_BACKOFF,15,0,0,0,15,0,0,0,0,,,0,0,PRIMARY,NEW,,,2,0,20.0,,,,False,False
23,207.0,1,PRIMARY_BACKOFF,15,1,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
24,216.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
24,216.0,1,PRIMARY_BACKOFF,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
25,225.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
25,225.0,1,PRIMARY_FROZEN,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
26,234.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
26,234.0,1,PRIMARY_FROZEN,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
27,243.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
27,243.0,1,PRIMARY_FROZEN,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
28,252.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
28,252.0,1,PRIMARY_FROZEN,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
29,261.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
29,261.0,1,PRIMARY_FROZEN,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
30,270.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
30,270.0,1,PRIMARY_FROZEN,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
31,279.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
31,279.0,1,PRIMARY_FROZEN,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
32,288.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
32,288.0,1,PRIMARY_FROZEN,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
33,297.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
33,297.0,1,PRIMARY_FROZEN,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
34,306.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
34,306.0,1,PRIMARY_FROZEN,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
35,315.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
35,315.0,1,PRIMARY_FROZEN,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
36,324.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
36,324.0,1,PRIMARY_FROZEN,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
37,333.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
37,333.0,1,PRIMARY_FROZEN,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
38,342.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
38,342.0,1,PRIMARY_FROZEN,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
39,351.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
39,351.0,1,PRIMARY_FROZEN,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
40,360.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
40,360.0,1,PRIMARY_FROZEN,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
41,369.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
41,369.0,1,PRIMARY_FROZEN,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
42,378.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
42,378.0,1,PRIMARY_FROZEN,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
43,387.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,PRIMARY,NEW,True,NONE,2,0,20.0,20.0,0,,False,False
43,387.0,1,PRIMARY_FROZEN,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
44,396.0,0,PRIMARY_BACKOFF,15,6,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
44,396.0,1,PRIMARY_BACKOFF,15,0,0,0,15,0,0,0,0,,,0,0,PRIMARY,NEW,,,3,0,20.0,,,,False,False
45,405.0,0,PRIMARY_BACKOFF,15,5,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
45,405.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
46,414.0,0,PRIMARY_FROZEN,15,5,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
46,414.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
47,423.0,0,PRIMARY_FROZEN,15,5,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
47,423.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
48,432.0,0,PRIMARY_FROZEN,15,5,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
48,432.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
49,441.0,0,PRIMARY_FROZEN,15,5,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
49,441.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
50,450.0,0,PRIMARY_FROZEN,15,5,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
50,450.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
51,459.0,0,PRIMARY_FROZEN,15,5,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
51,459.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
52,468.0,0,PRIMARY_FROZEN,15,5,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
52,468.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
53,477.0,0,PRIMARY_FROZEN,15,5,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
53,477.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
54,486.0,0,PRIMARY_FROZEN,15,5,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
54,486.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
55,495.0,0,PRIMARY_FROZEN,15,5,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
55,495.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
56,504.0,0,PRIMARY_FROZEN,15,5,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
56,504.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
57,513.0,0,PRIMARY_FROZEN,15,5,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
57,513.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
58,522.0,0,PRIMARY_FROZEN,15,5,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
58,522.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
59,531.0,0,PRIMARY_FROZEN,15,5,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
59,531.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
60,540.0,0,PRIMARY_FROZEN,15,5,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
60,540.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
61,549.0,0,PRIMARY_FROZEN,15,5,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
61,549.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
62,558.0,0,PRIMARY_FROZEN,15,5,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
62,558.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
63,567.0,0,PRIMARY_FROZEN,15,5,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
63,567.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
64,576.0,0,PRIMARY_FROZEN,15,5,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
64,576.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,PRIMARY,NEW,False,PHY_ERROR,3,0,20.0,20.0,0,,False,False
65,585.0,0,PRIMARY_BACKOFF,15,5,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
65,585.0,1,PRIMARY_BACKOFF,31,26,1,1,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
66,594.0,0,PRIMARY_BACKOFF,15,4,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
66,594.0,1,PRIMARY_BACKOFF,31,25,1,1,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
67,603.0,0,PRIMARY_BACKOFF,15,3,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
67,603.0,1,PRIMARY_BACKOFF,31,24,1,1,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
68,612.0,0,PRIMARY_BACKOFF,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
68,612.0,1,PRIMARY_BACKOFF,31,23,1,1,15,0,0,0,0,,,0,0,,,,,,,,,,,False,False
69,621.0,0,PRIMARY_BACKOFF,15,1,0,0,15,0,0,0,0,,,9,0,,,,,,,,,,TX_NEW_NPCA,True,False
69,621.0,1,PRIMARY_BACKOFF,31,22,1,1,15,0,0,0,0,,,9,0,,,,,,,,,,HARQ_RETX_NPCA,True,False
70,630.0,0,NPCA_SWITCHING,15,1,0,0,15,13,0,0,8,15,1,8,0,,,,,,,,,,,False,False
70,630.0,1,NPCA_SWITCHING,31,22,1,1,15,10,0,0,8,31,22,8,0,,,,,,,,,,,False,False
71,639.0,0,NPCA_BACKOFF,15,1,0,0,15,13,0,0,7,15,1,7,0,,,,,,,,,,,False,False
71,639.0,1,NPCA_BACKOFF,31,22,1,1,15,10,0,0,7,31,22,7,0,,,,,,,,,,,False,False
72,648.0,0,NPCA_BACKOFF,15,1,0,0,15,12,0,0,6,15,1,6,0,,,,,,,,,,,False,False
72,648.0,1,NPCA_BACKOFF,31,22,1,1,15,9,0,0,6,31,22,6,0,,,,,,,,,,,False,False
73,657.0,0,NPCA_BACKOFF,15,1,0,0,15,11,0,0,5,15,1,5,0,,,,,,,,,,,False,False
73,657.0,1,NPCA_BACKOFF,31,22,1,1,15,8,0,0,5,31,22,5,0,,,,,,,,,,,False,False
74,666.0,0,NPCA_BACKOFF,15,1,0,0,15,10,0,0,4,15,1,4,0,,,,,,,,,,,False,False
74,666.0,1,NPCA_BACKOFF,31,22,1,1,15,7,0,0,4,31,22,4,0,,,,,,,,,,,False,False
75,675.0,0,NPCA_BACKOFF,15,1,0,0,15,9,0,0,3,15,1,3,0,,,,,,,,,,,False,False
75,675.0,1,NPCA_BACKOFF,31,22,1,1,15,6,0,0,3,31,22,3,0,,,,,,,,,,,False,False
76,684.0,0,NPCA_BACKOFF,15,1,0,0,15,8,0,0,2,15,1,2,0,,,,,,,,,,,False,False
76,684.0,1,NPCA_BACKOFF,31,22,1,1,15,5,0,0,2,31,22,2,0,,,,,,,,,,,False,False
77,693.0,0,NPCA_BACKOFF,15,1,0,0,15,7,0,0,1,15,1,1,0,,,,,,,,,,,False,True
77,693.0,1,NPCA_BACKOFF,31,22,1,1,15,4,0,0,1,31,22,1,0,,,,,,,,,,,False,True
78,702.0,0,SWITCH_BACK,15,1,0,0,15,7,0,0,0,15,1,0,0,,,,,,,,,,,False,False
78,702.0,1,SWITCH_BACK,31,22,1,1,15,4,0,0,0,31,22,0,0,,,,,,,,,,,False,False
79,711.0,0,PRIMARY_BACKOFF,15,1,0,0,15,7,0,0,0,,,0,0,,,,,,,,,,,False,False
79,711.0,1,PRIMARY_BACKOFF,31,22,1,1,15,4,0,0,0,,,0,0,,,,,,,,,,,False,False
80,720.0,0,PRIMARY_BACKOFF,15,0,0,0,15,7,0,0,0,,,0,0,PRIMARY,NEW,,,4,0,20.0,,,,False,False
80,720.0,1,PRIMARY_BACKOFF,31,21,1,1,15,4,0,0,0,,,0,0,,,,,,,,,,,False,False
81,729.0,0,PRIMARY_TX,15,0,0,0,15,7,0,0,0,,,0,0,,,,,,,,,,,False,False
81,729.0,1,PRIMARY_BACKOFF,31,20,1,1,15,4,0,0,0,,,0,0,,,,,,,,,,,False,False
82,738.0,0,PRIMARY_TX,15,0,0,0,15,7,0,0,0,,,0,0,,,,,,,,,,,False,False
82,738.0,1,PRIMARY_FROZEN,31,20,1,1,15,4,0,0,0,,,0,0,,,,,,,,,,,False,False
83,747.0,0,PRIMARY_TX,15,0,0,0,15,7,0,0,0,,,0,0,,,,,,,,,,,False,False
83,747.0,1,PRIMARY_FROZEN,31,20,1,1,15,4,0,0,0,,,0,0,,,,,,,,,,,False,False
84,756.0,0,PRIMARY_TX,15,0,0,0,15,7,0,0,0,,,0,0,,,,,,,,,,,False,False
84,756.0,1,PRIMARY_FROZEN,31,20,1,1,15,4,0,0,0,,,0,0,,,,,,,,,,,False,False
85,765.0,0,PRIMARY_TX,15,0,0,0,15,7,0,0,0,,,0,0,,,,,,,,,,,False,False
85,765.0,1,PRIMARY_FROZEN,31,20,1,1,15,4,0,0,0,,,0,0,,,,,,,,,,,False,False
86,774.0,0,PRIMARY_TX,15,0,0,0,15,7,0,0,0,,,0,0,,,,,,,,,,,False,False
86,774.0,1,PRIMARY_FROZEN,31,20,1,1,15,4,0,0,0,,,0,0,,,,,,,,,,,False,False
87,783.0,0,PRIMARY_TX,15,0,0,0,15,7,0,0,0,,,0,0,,,,,,,,,,,False,False
87,783.0,1,PRIMARY_FROZEN,31,20,1,1,15,4,0,0,0,,,0,0,,,,,,,,,,,False,False
88,792.0,0,PRIMARY_TX,15,0,0,0,15,7,0,0,0,,,0,0,,,,,,,,,,,False,False
88,792.0,1,PRIMARY_FROZEN,31,20,1,1,15,4,0,0,0,,,0,0,,,,,,,,,,,False,False
89,801.0,0,PRIMARY_TX,15,0,0,0,15,7,0,0,0,,,0,0,,,,,,,,,,,False,False
89,801.0,1,PRIMARY_FROZEN,31,20,1,1,15,4,0,0,0,,,0,0,,,,,,,,,,,False,False
90,810.0,0,PRIMARY_TX,15,0,0,0,15,7,0,0,0,,,0,0,,,,,,,,,,,False,False
90,810.0,1,PRIMARY_FROZEN,31,20,1,1,15,4,0,0,0,,,0,0,,,,,,,,,,,False,False
91,819.0,0,PRIMARY_TX,15,0,0,0,15,7,0,0,0,,,0,0,,,,,,,,,,,False,False
91,819.0,1,PRIMARY_FROZEN,31,20,1,1,15,4,0,0,0,,,0,0,,,,,,,,,,,False,False
92,828.0,0,PRIMARY_TX,15,0,0,0,15,7,0,0,0,,,0,0,,,,,,,,,,,False,False
92,828.0,1,PRIMARY_FROZEN,31,20,1,1,15,4,0,0,0,,,0,0,,,,,,,,,,,False,False
93,837.0,0,PRIMARY_TX,15,0,0,0,15,7,0,0,0,,,0,0,,,,,,,,,,,False,False
93,837.0,1,PRIMARY_FROZEN,31,20,1,1,15,4,0,0,0,,,0,0,,,,,,,,,,,False,False
94,846.0,0,PRIMARY_TX,15,0,0,0,15,7,0,0,0,,,0,0,,,,,,,,,,,False,False
94,846.0,1,PRIMARY_FROZEN,31,20,1,1,15,4,0,0,0,,,0,0,,,,,,,,,,,False,False
95,855.0,0,PRIMARY_TX,15,0,0,0,15,7,0,0,0,,,0,0,,,,,,,,,,,False,False
95,855.0,1,PRIMARY_FROZEN,31,20,1,1,15,4,0,0,0,,,0,0,,,,,,,,,,,False,False
96,864.0,0,PRIMARY_TX,15,0,0,0,15,7,0,0,0,,,0,0,,,,,,,,,,,False,False
96,864.0,1,PRIMARY_FROZEN,31,20,1,1,15,4,0,0,0,,,0,0,,,,,,,,,,,False,False
97,873.0,0,PRIMARY_TX,15,0,0,0,15,7,0,0,0,,,0,0,,,,,,,,,,,False,False
97,873.0,1,PRIMARY_FROZEN,31,20,1,1,15,4,0,0,0,,,0,0,,,,,,,,,,,False,False
98,882.0,0,PRIMARY_TX,15,0,0,0,15,7,0,0,0,,,0,0,,,,,,,,,,,False,False
98,882.0,1,PRIMARY_FROZEN,31,20,1,1,15,4,0,0,0,,,0,0,,,,,,,,,,,False,False
99,891.0,0,PRIMARY_TX,15,0,0,0,15,7,0,0,0,,,0,0,,,,,,,,,,,False,False
99,891.0,1,PRIMARY_FROZEN,31,20,1,1,15,4,0,0,0,,,0,0,,,,,,,,,,,False,False
100,900.0,0,PRIMARY_TX,15,0,0,0,15,7,0,0,0,,,0,0,PRIMARY,NEW,True,NONE,4,0,20.0,20.0,0,,False,False
100,900.0,1,PRIMARY_FROZEN,31,20,1,1,15,4,0,0,0,,,0,0,,,,,,,,,,,False,False
101,909.0,0,PRIMARY_BACKOFF,15,11,0,0,15,7,0,0,0,,,0,0,,,,,,,,,,,False,False
101,909.0,1,PRIMARY_BACKOFF,31,20,1,1,15,4,0,0,0,,,0,0,,,,,,,,,,,False,False
102,918.0,0,PRIMARY_BACKOFF,15,10,0,0,15,7,0,0,0,,,0,0,,,,,,,,,,,False,False
102,918.0,1,PRIMARY_BACKOFF,31,19,1,1,15,4,0,0,0,,,0,0,,,,,,,,,,,False,False
103,927.0,0,PRIMARY_BACKOFF,15,9,0,0,15,7,0,0,0,,,0,0,,,,,,,,,,,False,False
103,927.0,1,PRIMARY_BACKOFF,31,18,1,1,15,4,0,0,0,,,0,0,,,,,,,,,,,False,False
104,936.0,0,PRIMARY_BACKOFF,15,8,0,0,15,7,0,0,0,,,0,0,,,,,,,,,,,False,False
104,936.0,1,PRIMARY_BACKOFF,31,17,1,1,15,4,0,0,0,,,0,0,,,,,,,,,,,False,False
105,945.0,0,PRIMARY_BACKOFF,15,7,0,0,15,7,0,0,0,,,0,0,,,,,,,,,,,False,False
105,945.0,1,PRIMARY_BACKOFF,31,16,1,1,15,4,0,0,0,,,0,0,,,,,,,,,,,False,False
106,954.0,0,PRIMARY_BACKOFF,15,6,0,0,15,7,0,0,0,,,0,0,,,,,,,,,,,False,False
106,954.0,1,PRIMARY_BACKOFF,31,15,1,1,15,4,0,0,0,,,0,0,,,,,,,,,,,False,False
107,963.0,0,PRIMARY_BACKOFF,15,5,0,0,15,7,0,0,0,,,0,0,,,,,,,,,,,False,False
107,963.0,1,PRIMARY_BACKOFF,31,14,1,1,15,4,0,0,0,,,0,0,,,,,,,,,,,False,False
108,972.0,0,PRIMARY_BACKOFF,15,4,0,0,15,7,0,0,0,,,0,0,,,,,,,,,,,False,False
108,972.0,1,PRIMARY_BACKOFF,31,13,1,1,15,4,0,0,0,,,0,0,,,,,,,,,,,False,False
109,981.0,0,PRIMARY_BACKOFF,15,3,0,0,15,7,0,0,0,,,0,0,,,,,,,,,,,False,False
109,981.0,1,PRIMARY_BACKOFF,31,12,1,1,15,4,0,0,0,,,0,0,,,,,,,,,,,False,False
110,990.0,0,PRIMARY_BACKOFF,15,2,0,0,15,7,0,0,0,,,0,0,,,,,,,,,,,False,False
110,990.0,1,PRIMARY_BACKOFF,31,11,1,1,15,4,0,0,0,,,0,0,,,,,,,,,,,False,False
111,999.0,0,PRIMARY_BACKOFF,15,1,0,0,15,7,0,0,0,,,0,0,,,,,,,,,,,False,False
111,999.0,1,PRIMARY_BACKOFF,31,10,1,1,15,4,0,0,0,,,0,0,,,,,,,,,,,False,False
112,1008.0,0,PRIMARY_BACKOFF,15,0,0,0,15,7,0,0,0,,,0,0,PRIMARY,NEW,,,5,0,20.0,,,,False,False
112,1008.0,1,PRIMARY_BACKOFF,31,9,1,1,15,4,0,0,0,,,0,0,,,,,,,,,,,False,False
113,1017.0,0,PRIMARY_TX,15,0,0,0,15,7,0,0,0,,,0,0,,,,,,,,,,,False,False
113,1017.0,1,PRIMARY_BACKOFF,31,8,1,1,15,4,0,0,0,,,0,0,,,,,,,,,,,False,False
114,1026.0,0,PRIMARY_TX,15,0,0,0,15,7,0,0,0,,,0,0,,,,,,,,,,,False,False
114,1026.0,1,PRIMARY_FROZEN,31,8,1,1,15,4,0,0,0,,,0,0,,,,,,,,,,,False,False
