slot,time_us,sta_id,mode,primary_cw,primary_backoff_counter,primary_backoff_stage,primary_retry_counter,npca_cw,npca_backoff_counter,npca_backoff_stage,npca_retry_counter,npca_timer,saved_primary_cw,saved_primary_backoff_counter,primary_obss_remain,npca_obss_remain,tx_channel,tx_type,tx_success,failure_reason,packet_id,retry_count,snr_db,effective_snr_db,harq_combining_count,action_taken,npca_transition_start,switch_back_start
71,639.0,1,NPCA_BACKOFF,15,9,0,0,15,10,0,0,37,15,9,37,0,,,,,,,,,,,False,False
72,648.0,0,NPCA_BACKOFF,15,1,0,0,15,12,0,0,36,15,1,36,0,,,,,,,,,,,False,False
72,648.0,1,NPCA_BACKOFF,15,9,0,0,15,9,0,0,36,15,9,36,0,,,,,,,,,,,False,False
73,657.0,0,NPCA_BACKOFF,15,1,0,0,15,11,0,0,35,15,1,35,0,,,,,,,,,,,False,False
73,657.0,1,NPCA_BACKOFF,15,9,0,0,15,8,0,0,35,15,9,35,0,,,,,,,,,,,False,False
74,666.0,0,NPCA_BACKOFF,15,1,0,0,15,10,0,0,34,15,1,34,0,,,,,,,,,,,False,False
74,666.0,1,NPCA_BACKOFF,15,9,0,0,15,7,0,0,34,15,9,34,0,,,,,,,,,,,False,False
75,675.0,0,NPCA_BACKOFF,15,1,0,0,15,9,0,0,33,15,1,33,0,,,,,,,,,,,False,False
75,675.0,1,NPCA_BACKOFF,15,9,0,0,15,6,0,0,33,15,9,33,0,,,,,,,,,,,False,False
76,684.0,0,NPCA_BACKOFF,15,1,0,0,15,8,0,0,32,15,1,32,0,,,,,,,,,,,False,False
76,684.0,1,NPCA_BACKOFF,15,9,0,0,15,5,0,0,32,15,9,32,0,,,,,,,,,,,False,False
77,693.0,0,NPCA_BACKOFF,15,1,0,0,15,7,0,0,31,15,1,31,0,,,,,,,,,,,False,False
77,693.0,1,NPCA_BACKOFF,15,9,0,0,15,4,0,0,31,15,9,31,0,,,,,,,,,,,False,False
78,702.0,0,NPCA_BACKOFF,15,1,0,0,15,6,0,0,30,15,1,30,0,,,,,,,,,,,False,False
78,702.0,1,NPCA_BACKOFF,15,9,0,0,15,3,0,0,30,15,9,30,0,,,,,,,,,,,False,False
79,711.0,0,NPCA_BACKOFF,15,1,0,0,15,5,0,0,29,15,1,29,0,,,,,,,,,,,False,False
79,711.0,1,NPCA_BACKOFF,15,9,0,0,15,2,0,0,29,15,9,29,0,,,,,,,,,,,False,False
80,720.0,0,NPCA_BACKOFF,15,1,0,0,15,4,0,0,28,15,1,28,0,,,,,,,,,,,False,False
80,720.0,1,NPCA_BACKOFF,15,9,0,0,15,1,0,0,28,15,9,28,0,,,,,,,,,,,False,False
81,729.0,0,NPCA_BACKOFF,15,1,0,0,15,3,0,0,27,15,1,27,0,,,,,,,,,,,False,False
81,729.0,1,NPCA_BACKOFF,15,9,0,0,15,0,0,0,27,15,9,27,0,NPCA,NEW,,,5,0,25.0,,,,False,False
82,738.0,0,NPCA_BACKOFF,15,1,0,0,15,2,0,0,26,15,1,26,0,,,,,,,,,,,False,False
82,738.0,1,NPCA_TX,15,9,0,0,15,0,0,0,26,15,9,26,0,,,,,,,,,,,False,False
83,747.0,0,NPCA_FROZEN,15,1,0,0,15,2,0,0,25,15,1,25,0,,,,,,,,,,,False,False
83,747.0,1,NPCA_TX,15,9,0,0,15,0,0,0,25,15,9,25,0,,,,,,,,,,,False,False
84,756.0,0,NPCA_FROZEN,15,1,0,0,15,2,0,0,24,15,1,24,0,,,,,,,,,,,False,False
84,756.0,1,NPCA_TX,15,9,0,0,15,0,0,0,24,15,9,24,0,,,,,,,,,,,False,False
85,765.0,0,NPCA_FROZEN,15,1,0,0,15,2,0,0,23,15,1,23,0,,,,,,,,,,,False,False
85,765.0,1,NPCA_TX,15,9,0,0,15,0,0,0,23,15,9,23,0,,,,,,,,,,,False,False
86,774.0,0,NPCA_FROZEN,15,1,0,0,15,2,0,0,22,15,1,22,0,,,,,,,,,,,False,False
86,774.0,1,NPCA_TX,15,9,0,0,15,0,0,0,22,15,9,22,0,,,,,,,,,,,False,False
87,783.0,0,NPCA_FROZEN,15,1,0,0,15,2,0,0,21,15,1,21,0,,,,,,,,,,,False,False
87,783.0,1,NPCA_TX,15,9,0,0,15,0,0,0,21,15,9,21,0,,,,,,,,,,,False,False
88,792.0,0,NPCA_FROZEN,15,1,0,0,15,2,0,0,20,15,1,20,0,,,,,,,,,,,False,False
88,792.0,1,NPCA_TX,15,9,0,0,15,0,0,0,20,15,9,20,0,,,,,,,,,,,False,False
89,801.0,0,NPCA_FROZEN,15,1,0,0,15,2,0,0,19,15,1,19,0,,,,,,,,,,,False,False
89,801.0,1,NPCA_TX,15,9,0,0,15,0,0,0,19,15,9,19,0,,,,,,,,,,,False,False
90,810.0,0,NPCA_FROZEN,15,1,0,0,15,2,0,0,18,15,1,18,0,,,,,,,,,,,False,False
90,810.0,1,NPCA_TX,15,9,0,0,15,0,0,0,18,15,9,18,0,,,,,,,,,,,False,False
91,819.0,0,NPCA_FROZEN,15,1,0,0,15,2,0,0,17,15,1,17,0,,,,,,,,,,,False,False
91,819.0,1,NPCA_TX,15,9,0,0,15,0,0,0,17,15,9,17,0,,,,,,,,,,,False,False
92,828.0,0,NPCA_FROZEN,15,1,0,0,15,2,0,0,16,15,1,16,0,,,,,,,,,,,False,False
92,828.0,1,NPCA_TX,15,9,0,0,15,0,0,0,16,15,9,16,0,,,,,,,,,,,False,False
93,837.0,0,NPCA_FROZEN,15,1,0,0,15,2,0,0,15,15,1,15,0,,,,,,,,,,,False,False
93,837.0,1,NPCA_TX,15,9,0,0,15,0,0,0,15,15,9,15,0,,,,,,,,,,,False,False
94,846.0,0,NPCA_FROZEN,15,1,0,0,15,2,0,0,14,15,1,14,0,,,,,,,,,,,False,False
94,846.0,1,NPCA_TX,15,9,0,0,15,0,0,0,14,15,9,14,0,,,,,,,,,,,False,False
95,855.0,0,NPCA_FROZEN,15,1,0,0,15,2,0,0,13,15,1,13,0,,,,,,,,,,,False,False
95,855.0,1,NPCA_TX,15,9,0,0,15,0,0,0,13,15,9,13,0,,,,,,,,,,,False,False
96,864.0,0,NPCA_FROZEN,15,1,0,0,15,2,0,0,12,15,1,12,0,,,,,,,,,,,False,False
96,864.0,1,NPCA_TX,15,9,0,0,15,0,0,0,12,15,9,12,0,,,,,,,,,,,False,False
97,873.0,0,NPCA_FROZEN,15,1,0,0,15,2,0,0,11,15,1,11,0,,,,,,,,,,,False,False
97,873.0,1,NPCA_TX,15,9,0,0,15,0,0,0,11,15,9,11,0,,,,,,,,,,,False,False
98,882.0,0,NPCA_FROZEN,15,1,0,0,15,2,0,0,10,15,1,10,0,,,,,,,,,,,False,False
98,882.0,1,NPCA_TX,15,9,0,0,15,0,0,0,10,15,9,10,0,,,,,,,,,,,False,False
99,891.0,0,NPCA_FROZEN,15,1,0,0,15,2,0,0,9,15,1,9,0,,,,,,,,,,,False,False
99,891.0,1,NPCA_TX,15,9,0,0,15,0,0,0,9,15,9,9,0,,,,,,,,,,,False,False
100,900.0,0,NPCA_FROZEN,15,1,0,0,15,2,0,0,8,15,1,8,0,,,,,,,,,,,False,False
100,900.0,1,NPCA_TX,15,9,0,0,15,0,0,0,8,15,9,8,0,,,,,,,,,,,False,False
101,909.0,0,NPCA_FROZEN,15,1,0,0,15,2,0,0,7,15,1,7,0,,,,,,,,,,,False,False
101,909.0,1,NPCA_TX,15,9,0,0,15,0,0,0,7,15,9,7,0,NPCA,NEW,True,NONE,5,0,25.0,25.0,0,,False,False
102,918.0,0,NPCA_BACKOFF,15,1,0,0,15,2,0,0,6,15,1,6,0,,,,,,,,,,,False,False
102,918.0,1,NPCA_BACKOFF,15,9,0,0,15,6,0,0,6,15,9,6,0,,,,,,,,,,,False,False
103,927.0,0,NPCA_BACKOFF,15,1,0,0,15,1,0,0,5,15,1,5,0,,,,,,,,,,,False,False
103,927.0,1,NPCA_BACKOFF,15,9,0,0,15,5,0,0,5,15,9,5,0,,,,,,,,,,,False,False
104,936.0,0,NPCA_BACKOFF,15,1,0,0,15,0,0,0,4,15,1,4,0,NPCA,NEW,,,4,0,25.0,,,,False,False
104,936.0,1,NPCA_BACKOFF,15,9,0,0,15,4,0,0,4,15,9,4,0,,,,,,,,,,,False,False
105,945.0,0,NPCA_TX,15,1,0,0,15,0,0,0,3,15,1,3,0,,,,,,,,,,,False,False
105,945.0,1,NPCA_BACKOFF,15,9,0,0,15,3,0,0,3,15,9,3,0,,,,,,,,,,,False,False
106,954.0,0,NPCA_TX,15,1,0,0,15,0,0,0,2,15,1,2,0,,,,,,,,,,,False,False
106,954.0,1,NPCA_FROZEN,15,9,0,0,15,3,0,0,2,15,9,2,0,,,,,,,,,,,False,False
107,963.0,0,NPCA_TX,15,1,0,0,15,0,0,0,1,15,1,1,0,,,,,,,,,,,False,False
107,963.0,1,NPCA_FROZEN,15,9,0,0,15,3,0,0,1,15,9,1,0,,,,,,,,,,,False,True
108,972.0,0,NPCA_TX,15,1,0,0,15,0,0,0,0,15,1,0,0,NPCA,NEW,True,NONE,4,0,25.0,25.0,0,,False,True
108,972.0,1,SWITCH_BACK,15,9,0,0,15,3,0,0,0,15,9,0,0,,,,,,,,,,,False,False
109,981.0,0,SWITCH_BACK,15,1,0,0,15,2,0,0,0,15,1,0,0,,,,,,,,,,,False,False
109,981.0,1,PRIMARY_BACKOFF,15,9,0,0,15,3,0,0,0,,,0,0,,,,,,,,,,,False,False
110,990.0,0,PRIMARY_BACKOFF,15,1,0,0,15,2,0,0,0,,,0,0,,,,,,,,,,,False,False
110,990.0,1,PRIMARY_BACKOFF,15,8,0,0,15,3,0,0,0,,,0,0,,,,,,,,,,,False,False
111,999.0,0,PRIMARY_BACKOFF,15,0,0,0,15,2,0,0,0,,,0,0,PRIMARY,NEW,,,6,0,25.0,,,,False,False
111,999.0,1,PRIMARY_BACKOFF,15,7,0,0,15,3,0,0,0,,,0,0,,,,,,,,,,,False,False
112,1008.0,0,PRIMARY_TX,15,0,0,0,15,2,0,0,0,,,0,0,,,,,,,,,,,False,False
112,1008.0,1,PRIMARY_BACKOFF,15,6,0,0,15,3,0,0,0,,,0,0,,,,,,,,,,,False,False
113,1017.0,0,PRIMARY_TX,15,0,0,0,15,2,0,0,0,,,0,0,,,,,,,,,,,False,False
113,1017.0,1,PRIMARY_FROZEN,15,6,0,0,15,3,0,0,0,,,0,0,,,,,,,,,,,False,False
114,1026.0,0,PRIMARY_TX,15,0,0,0,15,2,0,0,0,,,0,0,,,,,,,,,,,False,False
114,1026.0,1,PRIMARY_FROZEN,15,6,0,0,15,3,0,0,0,,,0,0,,,,,,,,,,,False,False
